Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03 00:00:00+05:30,31.936080456817006,32.971845886910955,31.936080456817006,32.833744049072266,1421010,0.0,0.0
2005-01-04 00:00:00+05:30,32.9891211123373,33.14448614839295,32.28134852257656,32.747440338134766,1115825,0.0,0.0
2005-01-05 00:00:00+05:30,32.79059535365827,32.79059535365827,30.650011437890313,31.806615829467773,1163085,0.0,0.0
2005-01-06 00:00:00+05:30,31.78071514739197,32.79921742559537,30.55506176088711,31.961973190307617,1192610,0.0,0.0
2005-01-07 00:00:00+05:30,31.185157099266526,33.12721636854432,31.185157099266526,32.81648635864258,1530260,0.0,0.0
2005-01-10 00:00:00+05:30,33.09269006531151,33.662360652339075,32.71291077149582,33.161739349365234,1267765,0.0,0.0
2005-01-11 00:00:00+05:30,32.88553015228115,33.29983895805073,31.763452309224665,32.44533157348633,840515,0.0,0.0
2005-01-12 00:00:00+05:30,32.12598109794074,32.488497293378195,30.744959023748837,31.305999755859375,813470,0.0,0.0
2005-01-13 00:00:00+05:30,31.07294628291805,31.625353690019335,29.346671489422604,30.322017669677734,2944635,0.0,0.0
2005-01-14 00:00:00+05:30,30.50327824362001,33.144480080415136,30.46875195468221,32.61796569824219,3135360,0.0,0.0
2005-01-17 00:00:00+05:30,33.31711284061211,34.698135092142465,32.13461515124757,33.9644660949707,4946040,0.0,0.0
2005-01-18 00:00:00+05:30,34.78443968954476,35.90651775192849,33.85225292587194,34.27518844604492,5393870,0.0,0.0
2005-01-19 00:00:00+05:30,34.49097286028714,34.870755458202666,33.40342108582036,33.77457046508789,1284450,0.0,0.0
2005-01-20 00:00:00+05:30,33.95583818806764,33.95583818806764,32.471240249406165,32.980491638183594,1227895,0.0,0.0
2005-01-24 00:00:00+05:30,33.36889463537659,36.19135457235079,32.62659588042453,35.28506088256836,3109595,0.0,0.0
2005-01-25 00:00:00+05:30,35.38863431443874,35.38863431443874,34.007615755796515,34.301082611083984,1605020,0.0,0.0
2005-01-27 00:00:00+05:30,34.61181350258474,35.906519792595766,34.36150612223163,35.647579193115234,1910595,0.0,0.0
2005-01-28 00:00:00+05:30,35.99283168648725,35.99283168648725,35.086538038549286,35.414527893066406,873020,0.0,0.0
2005-01-31 00:00:00+05:30,35.802932706333266,36.25176447108819,35.22463232974599,35.56988525390625,1530985,0.0,0.0
2005-02-01 00:00:00+05:30,36.07914857348244,36.07914857348244,34.11119603264418,35.29369354248047,2379935,0.0,0.0
2005-02-02 00:00:00+05:30,35.388634718495275,37.788155726261124,34.87075357624342,37.15806579589844,3165625,0.0,0.0
2005-02-03 00:00:00+05:30,37.460163154647056,39.07422911373806,36.94227875736437,38.77212905883789,3884995,0.0,0.0
2005-02-04 00:00:00+05:30,38.996547702983825,41.43059488932292,38.15067345243976,38.841182708740234,2528320,0.0,0.0
2005-02-07 00:00:00+05:30,38.84117997891028,39.609371678342626,38.02119885416732,38.55634307861328,830040,0.0,0.0
2005-02-08 00:00:00+05:30,35.4835802382095,40.18767988547076,35.4835802382095,39.63526916503906,2233545,0.0,0.0
2005-02-09 00:00:00+05:30,40.13588878980894,40.394829349286134,39.18643897418993,39.88557815551758,1239290,0.0,0.0
2005-02-10 00:00:00+05:30,39.53169251311964,40.13588935548726,38.49592696800484,38.875709533691406,485370,0.0,0.0
2005-02-11 00:00:00+05:30,38.87571961669525,40.04095409929059,38.34057191581245,39.8165397644043,642145,0.0,0.0
2005-02-14 00:00:00+05:30,40.0495676147411,40.826389123399416,39.36768843280889,39.93735885620117,1174155,0.0,0.0
2005-02-15 00:00:00+05:30,39.704321724259735,40.04957801281823,39.186440584029974,39.868316650390625,438620,0.0,0.0
2005-02-16 00:00:00+05:30,39.70431737688328,40.56745471116335,39.18643629335829,40.032310485839844,1328660,0.0,0.0
