Date,Price,Open,High,Low,Vol.,Change %
13-04-2018,"25,200.60","25,239.65","25,411.30","25,076.85",110.29M,0.02%
12-04-2018,"25,195.10","25,076.90","25,244.80","24,969.40",111.78M,0.39%
11-04-2018,"25,098.25","25,198.35","25,207.05","24,950.30",107.07M,-0.51%
10-04-2018,"25,226.80","25,153.60","25,279.90","25,120.20",171.76M,0.53%
09-04-2018,"25,093.80","24,848.85","25,152.85","24,828.00",165.40M,0.89%
06-04-2018,"24,873.15","24,776.35","24,933.60","24,626.40",160.97M,0.46%
05-04-2018,"24,759.80","24,394.45","24,824.90","24,380.85",133.77M,2.61%
04-04-2018,"24,129.50","24,502.50","24,666.30","24,087.80",126.22M,-1.55%
03-04-2018,"24,510.60","24,285.95","24,538.00","24,254.35",135.57M,0.75%
02-04-2018,"24,328.50","24,235.65","24,373.40","24,062.95",147.65M,0.27%
28-03-2018,"24,263.35","24,299.50","24,361.00","24,203.40",183.84M,-0.70%
27-03-2018,"24,434.15","24,396.40","24,496.95","24,266.40",178.62M,0.78%
26-03-2018,"24,244.35","23,674.90","24,290.65","23,657.05",193.63M,2.42%
23-03-2018,"23,670.40","23,785.65","23,796.30","23,605.60",180.65M,-1.95%
22-03-2018,"24,141.50","24,252.95","24,314.40","24,094.85",131.44M,-0.47%
21-03-2018,"24,255.60","24,331.30","24,459.75","24,208.65",112.90M,0.36%
20-03-2018,"24,168.20","24,133.95","24,355.65","24,082.95",127.99M,-0.32%
19-03-2018,"24,245.10","24,530.15","24,588.05","24,186.95",147.61M,-1.00%
16-03-2018,"24,489.55","24,753.65","24,785.35","24,439.15",189.68M,-1.22%
15-03-2018,"24,791.85","24,854.30","24,939.85","24,732.00",130.38M,-0.24%
14-03-2018,"24,851.65","24,629.65","24,894.30","24,487.00",209.05M,0.46%
13-03-2018,"24,738.65","24,624.60","25,009.65","24,597.55",235.98M,0.30%
12-03-2018,"24,664.20","24,443.60","24,716.05","24,358.50",165.22M,1.51%
09-03-2018,"24,296.45","24,556.95","24,564.75","24,259.70",129.96M,-0.74%
08-03-2018,"24,477.65","24,273.90","24,534.50","24,048.55",169.55M,1.42%
07-03-2018,"24,134.10","24,333.85","24,373.40","24,096.75",187.52M,-1.29%
06-03-2018,"24,448.45","24,964.10","25,040.25","24,362.05",135.11M,-1.49%
05-03-2018,"24,818.70","24,831.35","24,873.05","24,682.00",138.68M,-0.34%
01-03-2018,"24,902.55","25,022.35","25,226.05","24,854.40",214.53M,-0.82%
28-02-2018,"25,107.40","25,116.25","25,192.95","24,942.00",311.47M,-1.09%
27-02-2018,"25,383.60","25,684.60","25,723.55","25,356.40",289.81M,-1.18%
26-02-2018,"25,687.90","25,452.00","25,722.15","25,381.20",110.90M,1.52%
23-02-2018,"25,302.50","25,002.25","25,345.15","24,962.85",127.86M,1.39%
22-02-2018,"24,955.20","24,812.70","24,987.05","24,781.70",167.44M,0.07%
21-02-2018,"24,936.70","24,996.60","24,999.70","24,796.35",152.41M,0.25%
20-02-2018,"24,874.40","25,105.55","25,158.10","24,829.00",258.22M,-0.73%
19-02-2018,"25,058.55","25,324.60","25,326.05","24,824.55",273.46M,-0.42%
16-02-2018,"25,163.90","25,511.95","25,601.00","25,100.90",278.14M,-1.02%
15-02-2018,"25,424.35","25,360.90","25,615.15","25,295.15",291.48M,0.33%
14-02-2018,"25,341.25","25,810.25","25,810.25","25,212.35",197.29M,-1.40%
12-02-2018,"25,701.60","25,530.10","25,757.85","25,485.40",161.18M,0.93%
09-02-2018,"25,463.65","25,466.30","25,598.30","25,371.00",75.99M,-1.76%
08-02-2018,"25,920.65","25,759.85","26,126.40","25,637.40",91.01M,0.98%
07-02-2018,"25,670.00","26,065.40","26,078.40","25,558.05",121.04M,-0.55%
06-02-2018,"25,811.30","25,140.10","26,140.60","25,023.85",153.71M,-1.10%
05-02-2018,"26,098.75","25,968.15","26,215.10","25,917.55",122.73M,-1.33%
02-02-2018,"26,451.15","27,017.40","27,017.55","26,364.05",147.52M,-2.83%
01-02-2018,"27,220.70","27,334.85","27,613.50","27,046.35",131.19M,-0.58%
31-01-2018,"27,379.45","27,136.25","27,455.75","27,116.95",109.51M,0.40%
30-01-2018,"27,269.05","27,466.85","27,470.25","27,242.05",111.01M,-0.83%
29-01-2018,"27,498.45","27,446.10","27,652.05","27,407.40",114.10M,0.19%
25-01-2018,"27,445.65","27,414.10","27,522.85","27,151.75",193.34M,0.17%
24-01-2018,"27,398.55","27,310.15","27,479.25","27,219.45",174.33M,0.03%
23-01-2018,"27,390.60","27,089.95","27,422.05","27,066.15",169.33M,1.29%
22-01-2018,"27,041.20","26,940.50","27,074.90","26,841.20",113.87M,0.49%
19-01-2018,"26,909.50","26,615.65","26,957.85","26,433.55",134.39M,1.40%
18-01-2018,"26,537.40","26,762.25","26,887.65","26,423.75",224.02M,0.94%
17-01-2018,"26,289.10","25,946.15","26,335.85","25,922.30",172.09M,1.21%
16-01-2018,"25,974.90","26,129.15","26,136.40","25,931.70",169.87M,-0.36%
15-01-2018,"26,069.20","25,858.15","26,091.80","25,842.95",192.16M,1.24%
12-01-2018,"25,749.05","25,732.40","25,775.15","25,557.60",110.84M,0.34%
11-01-2018,"25,660.90","25,628.20","25,694.65","25,532.25",122.70M,0.17%
10-01-2018,"25,617.30","25,709.90","25,717.60","25,527.50",81.09M,-0.34%
09-01-2018,"25,703.80","25,727.95","25,803.80","25,617.25",101.82M,0.11%
08-01-2018,"25,676.10","25,690.25","25,771.50","25,643.80",127.53M,0.29%
05-01-2018,"25,601.85","25,524.45","25,643.35","25,499.55",123.62M,0.55%
04-01-2018,"25,462.60","25,367.65","25,490.35","25,310.30",106.00M,0.57%
03-01-2018,"25,318.60","25,425.75","25,454.90","25,300.90",59.73M,-0.08%
02-01-2018,"25,338.25","25,382.20","25,425.50","25,232.80",72.03M,0.08%
01-01-2018,"25,318.10","25,565.75","25,588.00","25,271.55",57.58M,-0.87%
29-12-2017,"25,539.45","25,484.85","25,566.40","25,450.25",65.58M,0.19%
28-12-2017,"25,490.00","25,463.60","25,561.95","25,417.40",111.43M,-0.02%
27-12-2017,"25,496.05","25,652.85","25,733.20","25,429.55",73.08M,-0.70%
26-12-2017,"25,675.25","25,659.75","25,712.95","25,545.60",60.21M,0.10%
22-12-2017,"25,648.55","25,615.60","25,694.50","25,560.50",83.03M,0.37%
21-12-2017,"25,554.30","25,608.25","25,629.95","25,508.90",76.74M,-0.15%
20-12-2017,"25,591.70","25,779.05","25,780.05","25,566.05",119.15M,-0.48%
19-12-2017,"25,716.20","25,640.90","25,757.95","25,619.60",79.48M,0.48%
18-12-2017,"25,594.55","25,181.75","25,759.90","24,617.15",139.13M,0.61%
15-12-2017,"25,440.30","25,487.15","25,559.05","25,411.25",117.59M,1.08%
14-12-2017,"25,168.20","25,062.40","25,205.90","24,888.65",78.22M,0.67%
13-12-2017,"25,000.35","25,118.20","25,270.75","24,938.55",86.13M,-0.50%
12-12-2017,"25,125.45","25,413.40","25,416.20","25,108.60",81.54M,-1.10%
11-12-2017,"25,404.85","25,434.75","25,448.85","25,318.70",57.22M,0.33%
08-12-2017,"25,321.15","25,145.50","25,367.70","25,145.50",74.11M,1.05%
07-12-2017,"25,057.25","24,935.30","25,097.40","24,875.35",60.23M,0.83%
06-12-2017,"24,851.80","25,066.30","25,077.45","24,813.60",72.79M,-1.09%
05-12-2017,"25,124.85","25,030.75","25,217.70","24,921.30",85.70M,0.20%
04-12-2017,"25,075.10","25,295.05","25,297.20","24,993.35",75.65M,-0.46%
01-12-2017,"25,191.95","25,409.55","25,441.35","25,152.65",87.55M,-0.55%
30-11-2017,"25,332.40","25,693.80","25,700.85","25,246.85",141.63M,-1.80%
29-11-2017,"25,795.70","25,829.65","25,877.75","25,746.80",74.98M,-0.20%
28-11-2017,"25,846.40","25,830.45","25,953.50","25,795.50",84.40M,-0.18%
27-11-2017,"25,891.95","25,693.05","25,931.85","25,673.50",74.09M,0.44%
24-11-2017,"25,779.65","25,776.60","25,849.00","25,749.10",70.11M,0.17%
23-11-2017,"25,736.25","25,826.30","25,838.55","25,620.95",79.02M,-0.12%
22-11-2017,"25,766.65","25,805.65","25,831.95","25,665.85",102.04M,0.04%
21-11-2017,"25,757.50","25,829.30","25,871.10","25,726.50",90.30M,-0.04%
20-11-2017,"25,768.60","25,733.70","25,803.15","25,681.70",84.96M,0.16%
17-11-2017,"25,728.40","25,875.70","25,924.90","25,679.55",151.00M,1.11%
16-11-2017,"25,446.60","25,292.90","25,496.05","25,273.70",109.71M,0.90%
15-11-2017,"25,218.90","25,241.65","25,318.05","25,166.35",129.99M,-0.26%
14-11-2017,"25,284.60","25,352.55","25,404.80","25,223.10",109.49M,-0.29%
13-11-2017,"25,358.30","25,570.25","25,611.55","25,337.25",128.57M,-0.55%
10-11-2017,"25,498.95","25,250.90","25,598.55","25,237.20",195.00M,0.82%
09-11-2017,"25,291.35","25,281.00","25,385.20","25,166.15",107.37M,0.42%
08-11-2017,"25,184.35","25,375.80","25,435.60","25,119.50",129.90M,-0.46%
07-11-2017,"25,300.80","25,669.10","25,695.75","25,248.95",142.00M,-1.06%
06-11-2017,"25,571.15","25,569.00","25,694.60","25,529.50",113.27M,-0.31%
03-11-2017,"25,650.70","25,531.40","25,695.50","25,394.95",209.61M,0.88%
02-11-2017,"25,427.30","25,508.40","25,598.75","25,405.50",141.56M,-0.25%
01-11-2017,"25,490.45","25,197.30","25,549.35","25,171.75",210.66M,1.88%
31-10-2017,"25,019.35","25,042.10","25,078.65","24,948.10",156.99M,0.12%
30-10-2017,"24,988.55","24,873.65","25,064.85","24,808.55",186.72M,0.60%
27-10-2017,"24,839.55","24,887.60","24,995.70","24,798.65",237.95M,-0.73%
26-10-2017,"25,022.20","24,953.95","25,186.05","24,864.60",432.39M,-0.05%
25-10-2017,"25,035.90","24,980.65","25,157.80","24,560.75",855.27M,3.36%
24-10-2017,"24,222.15","24,141.95","24,293.25","24,032.65",111.80M,0.55%
23-10-2017,"24,088.90","24,085.45","24,151.00","23,912.55",97.55M,0.33%
19-10-2017,"24,009.75","24,238.40","24,255.30","23,923.70",20.25M,-1.25%
18-10-2017,"24,313.75","24,354.75","24,454.65","24,270.05",161.56M,-1.35%
17-10-2017,"24,645.60","24,697.25","24,809.15","24,571.85",94.49M,-0.23%
16-10-2017,"24,703.05","24,815.40","24,878.65","24,516.55",118.31M,0.06%
13-10-2017,"24,689.15","24,411.10","24,779.75","24,387.80",89.30M,1.35%
12-10-2017,"24,361.25","24,151.45","24,393.40","23,978.40",73.28M,1.05%
11-10-2017,"24,107.45","24,411.45","24,460.25","24,054.25",75.49M,-0.99%
10-10-2017,"24,347.45","24,304.80","24,379.75","24,273.65",62.76M,0.39%
09-10-2017,"24,251.90","24,209.55","24,311.10","24,156.05",66.56M,0.26%
06-10-2017,"24,190.00","24,083.55","24,242.05","24,074.35",84.21M,0.55%
05-10-2017,"24,058.05","24,114.75","24,188.30","24,033.35",67.13M,-0.23%
04-10-2017,"24,113.30","24,124.15","24,230.45","24,058.65",61.74M,0.04%
03-10-2017,"24,103.40","24,200.60","24,226.80","24,007.25",66.83M,0.21%
29-09-2017,"24,053.00","24,114.00","24,227.45","24,004.80",71.70M,0.19%
28-09-2017,"24,008.15","23,804.05","24,074.20","23,611.10",136.68M,0.82%
27-09-2017,"23,812.95","24,308.70","24,331.85","23,766.60",80.41M,-1.60%
26-09-2017,"24,199.15","24,105.60","24,236.95","24,017.40",66.24M,0.14%
25-09-2017,"24,165.05","24,361.55","24,363.80","24,015.45",92.66M,-0.84%
22-09-2017,"24,368.85","24,704.55","24,709.70","24,340.00",91.29M,-1.74%
21-09-2017,"24,799.25","24,934.10","24,992.50","24,706.45",72.28M,-0.66%
20-09-2017,"24,965.05","24,984.65","25,052.60","24,938.30",87.38M,-0.31%
19-09-2017,"25,041.55","25,059.75","25,103.45","24,993.00",60.12M,-0.02%
18-09-2017,"25,046.90","24,948.15","25,105.35","24,941.75",65.91M,0.82%
15-09-2017,"24,844.30","24,840.30","24,916.85","24,791.55",114.57M,-0.27%
14-09-2017,"24,912.25","24,857.25","24,994.30","24,815.50",77.73M,0.32%
13-09-2017,"24,831.80","24,818.35","24,948.80","24,737.80",68.34M,0.19%
12-09-2017,"24,784.70","24,779.15","24,821.35","24,653.60",66.93M,0.46%
11-09-2017,"24,672.25","24,468.50","24,735.35","24,458.25",60.81M,1.24%
08-09-2017,"24,370.80","24,409.50","24,419.25","24,273.00",47.09M,0.27%
07-09-2017,"24,304.90","24,324.85","24,413.10","24,246.90",69.70M,0.11%
06-09-2017,"24,279.15","24,192.40","24,331.30","24,151.10",59.01M,-0.20%
05-09-2017,"24,328.30","24,272.60","24,388.05","24,256.30",47.76M,0.38%
04-09-2017,"24,236.85","24,456.30","24,459.35","24,156.40",52.53M,-0.81%
01-09-2017,"24,434.00","24,389.20","24,494.35","24,319.20",66.91M,0.48%
31-08-2017,"24,318.40","24,354.35","24,354.35","24,207.70",79.85M,0.04%
30-08-2017,"24,308.70","24,253.05","24,384.10","24,241.30",47.42M,0.74%
29-08-2017,"24,128.95","24,302.00","24,320.95","24,103.30",60.92M,-1.02%
28-08-2017,"24,377.10","24,351.25","24,422.45","24,301.35",52.18M,0.42%
24-08-2017,"24,274.20","24,374.75","24,411.05","24,224.85",72.36M,-0.18%
23-08-2017,"24,316.80","24,084.95","24,350.00","24,074.15",69.11M,1.43%
22-08-2017,"23,974.45","24,080.60","24,127.45","23,852.65",70.22M,0.16%
21-08-2017,"23,936.50","24,140.55","24,258.95","23,882.25",69.87M,-0.57%
18-08-2017,"24,074.45","24,125.30","24,130.15","23,925.95",60.05M,-0.67%
17-08-2017,"24,237.25","24,495.20","24,496.20","24,121.55",69.55M,-0.82%
16-08-2017,"24,437.70","24,188.75","24,461.20","23,947.45",94.86M,1.34%
14-08-2017,"24,115.75","24,051.05","24,212.15","24,038.15",76.33M,0.54%
11-08-2017,"23,985.75","23,958.25","24,191.20","23,868.30",157.83M,-0.96%
10-08-2017,"24,217.35","24,300.45","24,326.90","23,822.20",87.72M,-0.65%
09-08-2017,"24,374.60","24,519.25","24,532.40","24,328.10",78.29M,-0.91%
08-08-2017,"24,599.50","24,942.20","24,966.05","24,534.35",70.79M,-1.23%
07-08-2017,"24,906.35","24,854.15","24,979.35","24,844.45",52.22M,0.32%
04-08-2017,"24,827.45","24,629.50","24,879.70","24,591.80",67.78M,0.62%
03-08-2017,"24,675.05","25,002.85","25,005.15","24,619.60",88.21M,-1.52%
02-08-2017,"25,055.20","25,190.40","25,198.80","24,926.25",86.36M,-0.27%
01-08-2017,"25,122.80","25,152.85","25,179.50","25,000.90",71.83M,0.08%
31-07-2017,"25,103.65","24,880.60","25,168.10","24,828.50",130.10M,1.18%
28-07-2017,"24,811.30","24,744.55","24,859.75","24,651.05",100.04M,-0.45%
27-07-2017,"24,922.40","24,857.50","25,032.25","24,799.40",152.25M,1.02%
26-07-2017,"24,670.70","24,578.15","24,720.90","24,484.90",132.70M,0.61%
25-07-2017,"24,520.70","24,622.90","24,624.65","24,450.20",76.55M,0.41%
24-07-2017,"24,420.85","24,307.70","24,460.55","24,234.65",74.48M,0.68%
21-07-2017,"24,257.05","24,231.40","24,289.30","24,066.90",65.32M,0.18%
20-07-2017,"24,213.35","24,170.65","24,299.60","24,170.65",91.52M,0.25%
19-07-2017,"24,152.65","24,069.20","24,180.75","24,053.70",72.82M,0.54%
18-07-2017,"24,022.05","23,958.15","24,147.45","23,942.10",75.08M,0.03%
17-07-2017,"24,015.05","24,011.40","24,066.10","23,913.65",65.78M,0.32%
14-07-2017,"23,937.70","23,949.50","23,963.65","23,755.95",71.05M,0.21%
13-07-2017,"23,888.65","23,817.25","23,938.00","23,811.00",84.98M,0.82%
12-07-2017,"23,695.45","23,623.75","23,736.55","23,523.65",69.66M,0.47%
11-07-2017,"23,584.60","23,744.55","23,744.55","23,552.60",78.96M,-0.38%
10-07-2017,"23,675.05","23,583.25","23,964.80","23,289.90",30.41M,0.96%
07-07-2017,"23,449.15","23,463.75","23,492.60","23,400.60",88.94M,-0.07%
06-07-2017,"23,466.65","23,399.50","23,540.15","23,369.50",130.09M,0.49%
05-07-2017,"23,352.60","23,241.90","23,380.35","23,205.55",89.71M,0.60%
04-07-2017,"23,214.20","23,325.50","23,363.05","23,163.70",55.29M,-0.25%
03-07-2017,"23,272.80","23,240.35","23,330.10","23,144.30",51.04M,0.27%
30-06-2017,"23,211.20","23,137.25","23,254.10","22,996.40",70.72M,-0.07%
29-06-2017,"23,227.30","23,312.40","23,476.00","23,124.35",146.86M,-0.04%
28-06-2017,"23,235.85","23,209.55","23,322.55","23,113.65",95.52M,0.08%
27-06-2017,"23,216.25","23,636.95","23,640.10","23,055.75",101.34M,-1.39%
23-06-2017,"23,542.75","23,772.30","23,786.50","23,507.50",74.95M,-0.81%
22-06-2017,"23,736.10","23,716.85","23,897.85","23,694.15",79.04M,0.12%
21-06-2017,"23,708.75","23,638.15","23,760.75","23,610.20",62.33M,0.05%
20-06-2017,"23,697.95","23,720.60","23,760.35","23,651.20",71.82M,-0.19%
19-06-2017,"23,742.15","23,571.35","23,806.65","23,535.70",60.48M,1.02%
16-06-2017,"23,502.75","23,448.60","23,527.65","23,391.00",102.16M,0.47%
15-06-2017,"23,391.75","23,444.70","23,473.30","23,311.85",72.76M,-0.46%
14-06-2017,"23,498.70","23,555.30","23,562.80","23,399.40",81.09M,0.09%
13-06-2017,"23,477.85","23,447.00","23,615.20","23,446.90",47.77M,0.03%
12-06-2017,"23,470.45","23,610.15","23,630.10","23,441.80",56.37M,-0.93%
09-06-2017,"23,690.90","23,483.95","23,708.65","23,476.85",58.40M,0.66%
08-06-2017,"23,536.10","23,630.35","23,659.10","23,514.20",64.83M,-0.13%
07-06-2017,"23,567.65","23,482.85","23,606.15","23,427.55",56.45M,0.65%
06-06-2017,"23,416.30","23,523.05","23,536.10","23,381.70",54.09M,-0.18%
05-06-2017,"23,459.65","23,397.40","23,494.70","23,349.95",52.20M,0.36%
02-06-2017,"23,375.90","23,435.20","23,453.30","23,308.40",67.22M,0.28%
01-06-2017,"23,310.15","23,394.10","23,396.15","23,224.05",81.51M,-0.49%
31-05-2017,"23,424.80","23,321.20","23,469.45","23,248.50",182.92M,0.50%
30-05-2017,"23,307.25","23,142.10","23,337.15","23,093.95",66.71M,0.54%
29-05-2017,"23,182.75","23,310.60","23,464.00","23,141.15",60.05M,-0.77%
26-05-2017,"23,362.20","23,151.40","23,408.35","23,092.35",78.88M,0.74%
25-05-2017,"23,190.80","22,573.65","23,267.80","22,570.35",132.71M,2.90%
24-05-2017,"22,536.30","22,624.50","22,673.40","22,469.80",91.99M,-0.21%
23-05-2017,"22,582.80","22,674.90","22,740.40","22,492.20",114.21M,-0.31%
22-05-2017,"22,652.85","22,874.80","22,918.35","22,637.75",99.78M,-0.51%
19-05-2017,"22,769.80","22,761.95","22,902.25","22,628.45",154.94M,0.31%
18-05-2017,"22,698.60","22,750.45","22,834.55","22,660.20",113.42M,-1.03%
17-05-2017,"22,935.95","22,972.35","22,978.15","22,830.10",96.26M,0.03%
16-05-2017,"22,928.60","22,857.60","22,944.10","22,727.65",134.78M,0.47%
15-05-2017,"22,821.50","22,735.85","22,891.70","22,730.35",74.70M,0.66%
12-05-2017,"22,671.70","22,840.40","22,859.15","22,578.00",96.40M,-0.64%
11-05-2017,"22,818.45","22,916.05","22,977.85","22,764.65",78.86M,-0.05%
10-05-2017,"22,830.35","22,767.75","22,859.40","22,742.05",73.50M,0.54%
09-05-2017,"22,707.30","22,820.80","22,835.35","22,664.35",81.03M,-0.26%
08-05-2017,"22,767.35","22,678.45","22,835.15","22,632.50",106.48M,0.72%
05-05-2017,"22,604.95","22,844.85","22,853.55","22,514.00",255.19M,-0.51%
04-05-2017,"22,720.10","22,618.30","22,743.70","22,449.90",226.41M,1.85%
03-05-2017,"22,307.30","22,445.85","22,449.00","22,240.05",130.70M,-0.15%
02-05-2017,"22,341.35","22,412.55","22,492.15","22,266.15",140.74M,-0.08%
28-04-2017,"22,358.25","22,296.80","22,383.00","22,182.55",167.78M,0.14%
27-04-2017,"22,326.30","22,274.05","22,380.85","22,169.80",166.57M,0.38%
26-04-2017,"22,242.85","22,158.65","22,276.05","21,814.90",133.89M,0.85%
25-04-2017,"22,054.70","21,960.65","22,093.25","21,900.30",88.82M,0.90%
24-04-2017,"21,857.40","21,591.90","21,884.85","21,578.65",84.64M,1.42%
21-04-2017,"21,551.45","21,567.50","21,614.55","21,386.20",77.25M,0.28%
20-04-2017,"21,491.40","21,419.45","21,558.85","21,396.00",100.13M,-0.30%
19-04-2017,"21,556.35","21,674.10","21,706.30","21,470.20",81.45M,-0.53%
18-04-2017,"21,671.85","21,706.05","21,947.00","21,634.15",85.18M,0.11%
17-04-2017,"21,647.60","21,700.50","21,743.30","21,576.75",49.03M,-0.18%
13-04-2017,"21,686.60","21,651.25","21,758.85","21,627.00",71.47M,0.09%
12-04-2017,"21,666.80","21,735.65","21,787.10","21,551.75",78.97M,-0.32%
11-04-2017,"21,736.15","21,521.45","21,753.35","21,483.55",89.43M,1.00%
10-04-2017,"21,520.15","21,492.05","21,552.10","21,396.05",57.49M,0.42%
07-04-2017,"21,431.15","21,536.50","21,616.85","21,397.00",96.29M,-0.89%
06-04-2017,"21,622.95","21,572.70","21,674.00","21,488.90",93.69M,-0.14%
05-04-2017,"21,652.70","21,602.20","21,699.30","21,499.75",84.60M,0.49%
03-04-2017,"21,547.75","21,539.20","21,565.45","21,408.60",61.07M,0.48%
31-03-2017,"21,444.15","21,551.85","21,574.15","21,414.00",103.21M,-0.82%
30-03-2017,"21,620.70","21,374.35","21,696.00","21,331.90",111.13M,1.07%
29-03-2017,"21,391.15","21,291.45","21,418.60","21,255.75",119.20M,0.78%
28-03-2017,"21,225.40","21,229.00","21,264.95","21,145.00",95.26M,0.80%
27-03-2017,"21,056.90","21,178.10","21,179.20","20,979.55",97.62M,-0.31%
24-03-2017,"21,122.55","20,987.60","21,174.10","20,929.15",124.80M,1.09%
23-03-2017,"20,895.50","20,848.75","20,934.75","20,775.35",60.39M,0.55%
22-03-2017,"20,781.35","20,815.35","20,899.00","20,753.90",83.73M,-1.13%
21-03-2017,"21,019.00","21,110.65","21,146.50","20,967.00",72.94M,-0.43%
20-03-2017,"21,110.25","21,202.55","21,202.55","21,084.80",50.38M,-0.31%
17-03-2017,"21,175.05","21,308.45","21,336.05","21,127.95",92.31M,-0.35%
16-03-2017,"21,249.90","21,237.50","21,289.80","21,194.25",73.92M,0.43%
15-03-2017,"21,157.90","21,089.40","21,216.90","21,063.95",75.24M,0.26%
14-03-2017,"21,102.70","21,189.85","21,274.45","21,059.70",98.70M,1.81%
10-03-2017,"20,727.55","20,825.90","20,876.95","20,648.80",53.54M,0.03%
09-03-2017,"20,721.35","20,620.55","20,780.25","20,603.90",59.78M,0.22%
08-03-2017,"20,676.55","20,630.15","20,715.20","20,534.25",63.11M,0.24%
07-03-2017,"20,627.50","20,685.95","20,701.25","20,585.95",47.80M,-0.17%
06-03-2017,"20,663.65","20,548.95","20,727.50","20,532.20",56.09M,0.82%
03-03-2017,"20,495.60","20,572.85","20,580.45","20,423.35",53.18M,-0.31%
02-03-2017,"20,560.05","20,885.00","20,905.00","20,516.90",81.04M,-1.08%
01-03-2017,"20,783.75","20,698.90","20,833.75","20,678.75",75.54M,0.86%
28-02-2017,"20,607.25","20,632.85","20,681.30","20,560.60",76.66M,-0.03%
27-02-2017,"20,613.05","20,853.45","20,853.45","20,584.75",60.50M,-1.26%
23-02-2017,"20,876.65","20,887.65","21,011.90","20,828.40",95.41M,0.04%
22-02-2017,"20,868.45","20,937.60","20,958.25","20,829.65",92.26M,0.04%
21-02-2017,"20,860.95","20,695.90","20,903.35","20,619.25",74.59M,0.89%
20-02-2017,"20,677.10","20,494.85","20,702.60","20,472.40",66.18M,0.61%
17-02-2017,"20,551.35","20,918.45","21,042.35","20,449.65",197.06M,1.52%
16-02-2017,"20,243.70","20,243.25","20,295.55","20,088.20",81.49M,0.40%
15-02-2017,"20,163.70","20,282.10","20,368.20","20,115.85",74.20M,-0.47%
14-02-2017,"20,258.10","20,304.50","20,314.05","20,158.85",69.83M,0.03%
13-02-2017,"20,251.80","20,273.65","20,308.70","20,116.90",108.97M,0.19%
10-02-2017,"20,213.90","20,225.75","20,310.00","20,167.10",117.60M,0.31%
09-02-2017,"20,151.15","20,312.65","20,406.60","20,000.35",107.56M,-0.47%
08-02-2017,"20,245.40","20,335.25","20,362.80","20,070.15",85.90M,-0.40%
07-02-2017,"20,327.25","20,367.30","20,426.95","20,281.50",109.43M,-0.22%
06-02-2017,"20,371.60","20,307.15","20,462.45","20,298.05",99.28M,0.87%
03-02-2017,"20,196.80","20,061.90","20,229.65","20,009.95",113.71M,0.63%
02-02-2017,"20,070.30","20,053.95","20,146.90","19,915.20",116.96M,0.25%
01-02-2017,"20,020.60","19,522.40","20,047.85","19,470.95",145.91M,2.59%
31-01-2017,"19,515.15","19,533.20","19,624.10","19,435.45",67.34M,-0.36%
30-01-2017,"19,585.25","19,718.80","19,767.05","19,561.10",71.18M,-0.62%
27-01-2017,"19,708.30","19,588.40","19,794.95","19,534.90",157.25M,1.21%
25-01-2017,"19,473.20","19,120.05","19,518.45","19,114.15",131.03M,2.36%
24-01-2017,"19,023.50","18,931.00","19,054.30","18,906.95",81.72M,0.96%
23-01-2017,"18,842.70","18,762.00","18,909.65","18,722.85",97.15M,0.12%
20-01-2017,"18,820.80","18,996.60","19,071.65","18,793.05",110.14M,-1.59%
19-01-2017,"19,124.25","19,165.35","19,185.30","19,046.10",83.68M,-0.21%
18-01-2017,"19,164.50","19,074.85","19,276.50","19,072.10",56.90M,0.51%
17-01-2017,"19,067.05","19,128.15","19,202.25","18,981.85",63.69M,-0.15%
16-01-2017,"19,096.45","18,899.70","19,134.50","18,865.25",59.32M,0.97%
13-01-2017,"18,912.10","18,949.70","18,952.25","18,781.25",55.76M,0.20%
12-01-2017,"18,873.95","18,885.45","18,966.30","18,805.85",66.29M,0.23%
11-01-2017,"18,830.00","18,535.35","18,889.45","18,515.25",102.84M,2.28%
10-01-2017,"18,409.60","18,351.45","18,441.15","18,275.75",59.99M,0.67%
09-01-2017,"18,286.65","18,314.25","18,373.10","18,256.15",42.68M,0.12%
06-01-2017,"18,264.00","18,168.45","18,325.50","18,157.30",65.92M,0.82%
05-01-2017,"18,115.95","18,000.75","18,164.05","17,977.80",68.88M,1.26%
04-01-2017,"17,891.00","18,037.45","18,092.85","17,868.90",50.51M,-0.80%
03-01-2017,"18,035.60","18,002.75","18,115.05","17,830.95",64.51M,0.37%
02-01-2017,"17,969.60","18,242.30","18,249.00","17,844.90",74.45M,-1.14%
30-12-2016,"18,177.20","18,026.35","18,245.75","18,016.80",54.35M,0.80%
29-12-2016,"18,033.15","17,861.45","18,053.30","17,829.40",83.31M,0.88%
28-12-2016,"17,876.70","17,929.20","18,059.65","17,829.15",57.50M,-0.02%
27-12-2016,"17,879.55","17,677.70","17,907.35","17,616.10",50.27M,1.27%
26-12-2016,"17,655.55","17,825.50","17,860.85","17,606.90",45.89M,-1.28%
23-12-2016,"17,884.00","17,849.25","17,962.30","17,819.75",53.61M,-0.04%
22-12-2016,"17,891.45","18,027.00","18,029.60","17,839.75",50.28M,-1.07%
21-12-2016,"18,084.50","18,124.60","18,167.15","18,043.95",45.88M,0.08%
20-12-2016,"18,069.40","18,264.10","18,274.90","18,009.80",53.85M,-1.03%
19-12-2016,"18,257.05","18,258.10","18,316.80","18,215.50",37.24M,-0.30%
16-12-2016,"18,312.80","18,417.90","18,428.45","18,268.30",81.87M,-0.48%
