Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03 00:00:00+05:30,47.024300298969756,47.62782014654079,46.70816725854333,47.11410903930664,22590407,0.0,0.0
2005-01-04 00:00:00+05:30,47.336842977501895,47.34043335227012,46.424376535597915,46.69380569458008,26206416,0.0,0.0
2005-01-05 00:00:00+05:30,46.697397342186626,47.11770356209578,42.461975293968756,44.36234664916992,52142335,0.0,0.0
2005-01-06 00:00:00+05:30,44.20427980444543,45.18500108862156,42.83198982442265,43.41754913330078,47719200,0.0,0.0
2005-01-07 00:00:00+05:30,43.783970357995926,44.54196054728831,43.485800806372744,44.23301696777344,30985674,0.0,0.0
2005-01-10 00:00:00+05:30,45.62327640125714,45.62327640125714,42.93258094966943,43.10501480102539,33139055,0.0,0.0
2005-01-11 00:00:00+05:30,43.10860435273983,43.66901359497507,42.05244165795576,42.2643928527832,36396853,0.0,0.0
2005-01-12 00:00:00+05:30,40.37838850418559,42.87150253885796,40.37838850418559,41.183082580566406,34234506,0.0,0.0
2005-01-13 00:00:00+05:30,42.1745765891308,42.88586857939013,41.67164247720166,42.6092529296875,25641903,0.0,0.0
2005-01-14 00:00:00+05:30,42.74936750275475,43.18045358601643,41.19027336751125,41.556697845458984,37262515,0.0,0.0
2005-01-17 00:00:00+05:30,42.246441626606114,42.81403755331492,41.18668832248367,42.31828689575195,31085227,0.0,0.0
2005-01-18 00:00:00+05:30,42.67751921076627,43.0654946247532,41.78660667973355,41.994964599609375,27446696,0.0,0.0
2005-01-19 00:00:00+05:30,42.17458556581558,42.354203062342606,41.60698684041554,41.757869720458984,20321935,0.0,0.0
2005-01-20 00:00:00+05:30,41.578244387678204,41.67164640434107,40.74480989098129,41.409400939941406,22292756,0.0,0.0
2005-01-24 00:00:00+05:30,41.456110258124255,41.456110258124255,40.56520054702706,41.03939437866211,18306315,0.0,0.0
2005-01-25 00:00:00+05:30,40.59393644308206,42.2428422104627,40.59393644308206,41.8117561340332,22039862,0.0,0.0
2005-01-27 00:00:00+05:30,42.10273364126587,42.24283667035191,41.61057639988665,41.73990249633789,20690862,0.0,0.0
2005-01-28 00:00:00+05:30,41.95184740026044,45.04848088361169,41.77941069424644,44.70361328125,73276547,0.0,0.0
2005-01-31 00:00:00+05:30,44.97663777838198,46.44232960985095,44.97663777838198,46.19804763793945,35650267,0.0,0.0
2005-02-01 00:00:00+05:30,45.9825083092473,46.4135943337241,45.35024803205903,45.555015563964844,26149682,0.0,0.0
2005-02-02 00:00:00+05:30,45.695123394509885,47.09256356153409,45.695123394509885,46.611183166503906,48099255,0.0,0.0
2005-02-03 00:00:00+05:30,46.49263257448196,47.54520208902203,45.98251467098954,47.13926315307617,43291539,0.0,0.0
2005-02-04 00:00:00+05:30,48.06609221904384,48.06609221904384,46.348931705303144,46.56806945800781,43778661,0.0,0.0
2005-02-07 00:00:00+05:30,46.9165266662235,47.2039163696171,45.98609977820529,46.18727111816406,26428287,0.0,0.0
2005-02-08 00:00:00+05:30,46.34175040299268,46.546515048729624,45.37899259234264,45.63764190673828,30665946,0.0,0.0
2005-02-09 00:00:00+05:30,45.98250848645702,46.98119029064085,45.838812176133096,46.85905075073242,28964595,0.0,0.0
2005-02-10 00:00:00+05:30,46.9165249856625,47.40867929043868,40.213136792351406,46.59320831298828,28803507,0.0,0.0
2005-02-11 00:00:00+05:30,46.90934496931151,47.18596067387902,46.62913889015256,46.99197006225586,20552338,0.0,0.0
2005-02-14 00:00:00+05:30,47.275773334961855,48.47562956445693,47.275773334961855,47.81822204589844,29762776,0.0,0.0
2005-02-15 00:00:00+05:30,47.994240050074346,47.994240050074346,47.03148236874158,47.50208282470703,25913216,0.0,0.0
2005-02-16 00:00:00+05:30,47.50208996024786,48.69835576699142,47.08178082352725,47.64578628540039,43552106,0.0,0.0
2005-02-17 00:00:00+05:30,47.57034109076068,47.65296618072229,46.812350878425136,47.39790725708008,42056929,0.0,0.0
2005-02-18 00:00:00+05:30,47.97268530567752,48.116381606609245,46.99914780508193,47.293724060058594,28481723,0.0,0.0
2005-02-21 00:00:00+05:30,47.54160922533074,47.807445113643475,46.78002564311955,47.47335433959961,39157153,0.0,0.0
2005-02-22 00:00:00+05:30,47.47334273257425,49.28749829981666,47.419455169241964,48.881553649902344,47075335,0.0,0.0
2005-02-23 00:00:00+05:30,49.07196283135624,49.50304598785907,48.4397025001067,48.64087677001953,35351587,0.0,0.0
2005-02-24 00:00:00+05:30,48.856416768058686,49.84432168816211,48.71272335548332,49.643150329589844,53718728,0.0,0.0
2005-02-25 00:00:00+05:30,49.934142138484575,49.97006331933321,48.928273549031324,49.22284698486328,35323204,0.0,0.0
2005-02-28 00:00:00+05:30,49.92335541750521,51.67284381364844,48.14153331720125,51.34593963623047,79761619,0.0,0.0
2005-03-01 00:00:00+05:30,51.08369661174009,51.507599041317526,49.765297020855854,49.97724533081055,54356594,0.0,0.0
2005-03-02 00:00:00+05:30,50.221522965006415,50.975925768644316,50.11375362577295,50.75320053100586,29291817,0.0,0.0
2005-03-03 00:00:00+05:30,50.85019868795982,51.71955748833551,50.724465841409895,51.521976470947266,33996408,0.0,0.0
2005-03-04 00:00:00+05:30,51.65848184894034,52.161413192266956,51.10525620934745,51.25972366333008,29723911,0.0,0.0
2005-03-07 00:00:00+05:30,51.475260881197215,52.80085265166475,51.38904541959517,52.20451354980469,38377350,0.0,0.0
2005-03-08 00:00:00+05:30,52.08956087367665,52.42006124306953,51.67284503737001,52.02130889892578,22336560,0.0,0.0
2005-03-09 00:00:00+05:30,52.23324947767742,52.58530366180629,51.169906177220184,51.79138946533203,27321145,0.0,0.0
2005-03-10 00:00:00+05:30,51.72312889259395,53.490580465683685,51.43214594080885,53.31814956665039,47119255,0.0,0.0
2005-03-11 00:00:00+05:30,53.24991137371867,53.95401996275231,52.81164159798746,52.94456100463867,39007871,0.0,0.0
2005-03-14 00:00:00+05:30,52.95172795456345,53.40437073230732,52.54578909008433,52.743370056152344,24652884,0.0,0.0
2005-03-15 00:00:00+05:30,52.73619135626894,52.99483774255038,52.089557961563564,52.57453155517578,26233750,0.0,0.0
2005-03-16 00:00:00+05:30,52.59609013702573,53.0235829211308,52.09315881682396,52.30510711669922,21586422,0.0,0.0
2005-03-17 00:00:00+05:30,52.44162187321911,52.621239389010675,51.586636223609474,52.17578887939453,23732586,0.0,0.0
2005-03-18 00:00:00+05:30,52.23325249152044,52.47035081386597,51.17708987819355,52.290733337402344,31969754,0.0,0.0
2005-03-21 00:00:00+05:30,52.51345747698131,52.54938445734465,51.665652780276524,51.9243049621582,17169890,0.0,0.0
2005-03-22 00:00:00+05:30,51.58662800974242,51.58662800974242,49.449158416388016,49.80839920043945,34645583,0.0,0.0
2005-03-23 00:00:00+05:30,49.5533349000005,49.84072751290308,46.783608055536774,47.25421142578125,46317397,0.0,0.0
2005-03-24 00:00:00+05:30,47.563158052515675,48.310374246301684,46.82312841741376,47.735591888427734,67231636,0.0,0.0
2005-03-28 00:00:00+05:30,48.78456946702487,48.78456946702487,47.354801541069044,47.82181167602539,28401269,0.0,0.0
2005-03-29 00:00:00+05:30,47.77869342394598,47.77869342394598,45.7669570070501,46.10464096069336,40407469,0.0,0.0
2005-03-30 00:00:00+05:30,46.302227387227084,47.72840479347886,45.81366343495028,47.49489974975586,44764882,0.0,0.0
2005-03-31 00:00:00+05:30,47.8505458083686,48.094827777229185,46.71894469979624,47.04584884643555,36799388,0.0,0.0
2005-04-01 00:00:00+05:30,47.06022607966928,48.3391169590849,46.89138551510866,48.14512634277344,29521064,0.0,0.0
2005-04-04 00:00:00+05:30,48.14512574868366,48.569028151861325,47.67811561122822,47.92239761352539,19813807,0.0,0.0
2005-04-05 00:00:00+05:30,47.994238805367544,48.098417751301845,46.11901487371671,46.3704833984375,29208120,0.0,0.0
2005-04-06 00:00:00+05:30,46.629141353643256,47.01711969255327,46.43515363660523,46.812355041503906,22893028,0.0,0.0
2005-04-07 00:00:00+05:30,47.017115059498096,49.28750401472885,46.920119758119995,47.06381607055664,17230695,0.0,0.0
2005-04-08 00:00:00+05:30,47.203923757967345,47.379950886608135,46.557293193079346,46.927310943603516,26177831,0.0,0.0
2005-04-11 00:00:00+05:30,46.9273089035743,47.34761802627128,45.989695351455225,46.158538818359375,16933669,0.0,0.0
2005-04-12 00:00:00+05:30,46.15853274116841,46.58961874065247,45.702299598449144,46.45669937133789,23366320,0.0,0.0
2005-04-13 00:00:00+05:30,47.060221699378324,47.060221699378324,46.15134864445546,46.39204025268555,14849656,0.0,0.0
2005-04-15 00:00:00+05:30,46.15852835217292,46.15852835217292,44.47729224259581,44.67127990722656,20923024,0.0,0.0
2005-04-18 00:00:00+05:30,43.82707968206573,45.005381909812364,43.63668235560807,44.55274200439453,27207496,0.0,0.0
2005-04-19 00:00:00+05:30,44.88683305037646,45.47239234138963,44.12165336478345,44.290496826171875,25992197,0.0,0.0
2005-04-20 00:00:00+05:30,44.40187162004319,44.92995017126596,43.62950811921495,44.59226608276367,32639310,0.0,0.0
2005-04-21 00:00:00+05:30,44.40186160898256,45.24247690819931,43.90611107102956,45.1562614440918,21878838,0.0,0.0
2005-04-22 00:00:00+05:30,45.26402940108846,45.608897034591955,44.35515640557394,44.57429122924805,26528497,0.0,0.0
2005-04-25 00:00:00+05:30,44.89760032208629,45.17062268212942,44.1863083603465,44.84371566772461,19372831,0.0,0.0
2005-04-26 00:00:00+05:30,45.12033841850473,45.38617428042814,44.678475440143195,44.89042663574219,20614435,0.0,0.0
2005-04-27 00:00:00+05:30,44.90479282704169,45.184998894629246,44.261758507168004,44.541961669921875,15632712,0.0,0.0
2005-04-28 00:00:00+05:30,44.54554987749907,44.61739802585418,43.19840726275751,43.41035842895508,42287894,0.0,0.0
2005-04-29 00:00:00+05:30,43.27744514229008,43.460655912944034,41.815346446763336,42.020111083984375,29199492,0.0,0.0
2005-05-02 00:00:00+05:30,42.246433349213895,42.59130103094742,41.387851614657734,42.34342575073242,29021277,0.0,0.0
2005-05-03 00:00:00+05:30,42.49789593962224,43.270259245634904,41.96263096322594,43.04753112792969,36061068,0.0,0.0
2005-05-04 00:00:00+05:30,43.20200404280334,43.7372690151445,43.08704525321865,43.633087158203125,28089745,0.0,0.0
2005-05-05 00:00:00+05:30,43.82708096676994,44.53118653867035,43.82708096676994,44.27253723144531,25701255,0.0,0.0
2005-05-06 00:00:00+05:30,44.25816454106873,44.81857666754707,43.686975481760705,44.337196350097656,21151498,0.0,0.0
2005-05-09 00:00:00+05:30,44.54555165375608,44.825757700614226,44.337193758117984,44.667694091796875,13813515,0.0,0.0
2005-05-10 00:00:00+05:30,44.76110215750864,45.03412168324713,44.20787364220434,44.34797668457031,22834238,0.0,0.0
