Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Is_Split,Is_Dividend,Log_Ret,RSI,MACD,MACD_Signal,Volatility,Sentiment_Decay,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume,Sector_Ret,Sector_Vol,Rolling_Beta,Target_Direction
2015-03-02,0.07034793541756879,0.07710168166309828,0.07645236788844922,0.075745327088101,0.034392754738360995,0.0,0.0,0,0,0.5330600460062965,0.6530971507350933,0.5477178319321054,0.6398784251065276,0.3577075674859037,0.5787298522421793,0.7541829895223858,0.5021504588418219,0.010687775768219268,0.125,0.5243850848113139,0.3969829055858529,1.0,0
2015-03-03,0.07383067568970891,0.07309048548223784,0.0816535150067077,0.07620141999390939,0.013590929951864963,0.0,0.0,0,0,0.3273693222531808,0.6081484266138188,0.5542719275972197,0.6336774581560854,0.3564720792331736,0.5463089719815948,0.4368117533635537,0.1987957232125886,0.3335023829457866,0.3125,0.6159087079276351,0.4526881902946164,1.0,0
2015-03-04,0.08442209551964275,0.08300367349205906,0.07185453855266333,0.06590746527483149,0.029145902061299255,0.0,0.0,0,0,0.18854642848986516,0.5022935146341202,0.5468435446887893,0.6268314210971955,0.35793161745122504,0.5872704114691694,0.5128542389867612,0.3486953061450476,0.33138066948621603,0.34375,0.47385276877133975,0.44008495372595946,1.0,1
2015-03-05,0.06158376240227137,0.07194465078190482,0.07329147360649846,0.07719964523988543,0.022735057111909037,0.0,0.0,0,0,0.4672797609728502,0.5110178214295893,0.5526494021725279,0.6228280711194438,0.38630688283437775,0.5990946190238524,0.3991380097165286,0.13702359791855034,0.3467241472353666,0.15625,0.7174526664198142,0.4359231594495476,1.0,0
2015-03-09,0.06846380396161555,0.06724590492303972,0.06955570862433469,0.06231455612938497,0.012909956980950321,0.0,0.0,0,0,0.1288247913545501,0.4475856322012759,0.5395265157655409,0.6162949087101111,0.4295739027963451,0.6544748938232605,0.5682664396529247,0.29473979584650173,0.17085380538942005,0.1875,0.540524930749073,0.3660887610760192,1.0,0
2015-03-10,0.059870729491109054,0.0560434199664831,0.06323369770231557,0.058636027068097674,0.01136405821771713,0.0,0.0,0,0,0.273171086307453,0.4183134174631593,0.5242369589528199,0.6071880129314032,0.39554761825703977,0.6516198258228789,0.5845207836068109,0.3082544048166007,0.1523509213388902,0.34375,0.5124269442091515,0.4212775650006215,1.0,0
2015-03-11,0.05353309902924819,0.05584290931559455,0.06610733470458219,0.060860199839553264,0.012187329993258084,0.0,0.0,0,0,0.35079609565254033,0.4047147038271782,0.5140154594412494,0.597308362407827,0.38143776406925045,0.6537916212245054,0.46529196804179435,0.2784795375133148,0.35564272208319775,0.25,0.47491091880317077,0.42218850185112966,1.0,0
2015-03-12,0.05878588361771231,0.05698889852028999,0.06673948018635034,0.05980511076528383,0.01732885765586688,0.0,0.0,0,0,0.307652380546272,0.37735400963415733,0.5042193016075683,0.5869184563658771,0.36610646476902686,0.597826635634217,0.6032950951082555,0.22722276656894805,0.03682926924537737,0.21875,0.6366368709155867,0.41931898990553707,1.0,0
2015-03-13,0.058728948643908985,0.057046334044680735,0.057256719378213194,0.05299010870678278,0.012090847619708446,0.0,0.0,0,0,0.2313313379970995,0.36115334211761463,0.4884361222390659,0.5746008882690278,0.3755344265397642,0.5620813775446318,0.575302168254873,0.3598894312309135,0.2206159425317662,0.34375,0.4885484868847515,0.39129451992383324,1.0,1
2015-03-16,0.05016452566050911,0.053550977692993995,0.06179703739289977,0.05806586326327834,0.01189664808941997,0.0,0.0,0,0,0.38879715782679414,0.4155370772231022,0.48142013484159063,0.5629662329380786,0.3559097303639299,0.6016047279455672,0.49949394882673276,0.3129830307843504,0.322619498062652,0.09375,0.43195106717024734,0.39150613044598637,1.0,0
