Date,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume
"December 24, 2012, Monday",0.7548829,0.7665844,0.011701503,6
"December 24, 2013, Tuesday",-0.044034448,0.21041648,0.25445092,14
"December 24, 2014, Wednesday",-0.2812268,0.19833134,0.47955814,6
"December 24, 2015, Thursday",-0.30840594,0.14590167,0.4543076,7
"December 24, 2016, Saturday",-0.042606622,0.18637523,0.22898185,4
"December 24, 2017, Sunday",0.907779,0.9178602,0.010081221,1
"December 24, 2018, Monday",-0.043362383,0.024312269,0.06767465,2
"December 24, 2019, Tuesday",-0.2529061,0.24805923,0.50096536,12
"December 25, 2003, Thursday",0.17987701,0.23880538,0.05892837,7
"December 25, 2004, Saturday",0.11064428,0.36668697,0.2560427,9
"December 25, 2006, Monday",-0.04122163,0.43809715,0.47931877,6
"December 25, 2007, Tuesday",0.1495,0.2657044,0.116204396,10
"December 25, 2008, Thursday",0.10179088,0.32975253,0.22796167,14
"December 25, 2009, Friday",0.019574981,0.3185048,0.2989298,11
"December 25, 2010, Saturday",0.719735,0.73419386,0.014458837,5
"December 25, 2011, Sunday",-0.037285257,0.22741254,0.2646978,5
"December 25, 2012, Tuesday",-0.14928272,0.3045505,0.45383322,16
"December 25, 2013, Wednesday",0.11040845,0.3456656,0.23525715,10
"December 25, 2014, Thursday",-0.13907853,0.26613224,0.40521076,11
"December 25, 2015, Friday",0.0074042096,0.252454,0.24504982,4
"December 25, 2017, Monday",-0.0013989359,0.3765407,0.3779396,4
"December 25, 2018, Tuesday",-0.40588793,0.06042394,0.4663119,6
"December 25, 2019, Wednesday",-0.67455614,0.01610194,0.6906581,1
"December 26, 2003, Friday",-0.889832,0.019367993,0.9092,3
"December 26, 2004, Sunday",0.69497305,0.7043555,0.009382448,1
"December 26, 2005, Monday",0.49752894,0.61487734,0.11734843,2
"December 26, 2006, Tuesday",0.6401013,0.65625495,0.01615361,3
"December 26, 2007, Wednesday",-0.21961002,0.11238575,0.33199576,3
"December 26, 2008, Friday",0.18767582,0.45243052,0.26475465,11
"December 26, 2009, Saturday",0.72777367,0.73857963,0.010805977,4
"December 26, 2010, Sunday",-0.4087395,0.05969802,0.46843752,2
"December 26, 2011, Monday",0.12956147,0.4374845,0.30792305,14
"December 26, 2012, Wednesday",0.15074879,0.43786305,0.2871143,10
"December 26, 2013, Thursday",0.084383756,0.38212708,0.29774332,9
"December 26, 2014, Friday",0.38131726,0.39065683,0.009339583,2
"December 26, 2015, Saturday",-0.378201,0.10307958,0.48128057,3
"December 26, 2016, Monday",0.03525555,0.36715388,0.33189833,3
"December 26, 2017, Tuesday",0.07197694,0.4109157,0.33893874,6
"December 26, 2018, Wednesday",-0.41384608,0.036934793,0.45078087,13
"December 26, 2019, Thursday",0.18332267,0.366272,0.18294935,8
"December 27, 2003, Saturday",0.12922694,0.2779192,0.14869225,14
"December 27, 2004, Monday",-0.08989996,0.20077075,0.2906707,7
"December 27, 2005, Tuesday",0.07511697,0.2201714,0.14505443,11
"December 27, 2006, Wednesday",-0.36904237,0.2148861,0.58392847,8
"December 27, 2007, Thursday",0.046325773,0.35698164,0.3106559,9
"December 27, 2008, Saturday",0.14839515,0.37367636,0.22528121,8
"December 27, 2009, Sunday",-0.18552546,0.2594619,0.44498736,4
"December 27, 2010, Monday",0.6675834,0.69436085,0.026777435,5
"December 27, 2011, Tuesday",-0.14900884,0.2675036,0.41651243,16
"December 27, 2012, Thursday",0.10753932,0.36847135,0.26093203,16
"December 27, 2013, Friday",-0.088040866,0.2966354,0.38467628,13
"December 27, 2014, Saturday",0.013649927,0.30707517,0.29342526,9
"December 27, 2015, Sunday",-0.4312257,0.08820895,0.51943463,3
"December 27, 2016, Tuesday",-0.0695554,0.17270137,0.24225679,4
"December 27, 2017, Wednesday",0.2865624,0.37863412,0.0920717,7
"December 27, 2018, Thursday",-0.3694617,0.1035496,0.47301129,6
"December 27, 2019, Friday",-0.023202933,0.30992103,0.33312398,19
"December 28, 2004, Tuesday",0.23456027,0.4140169,0.17945665,15
"December 28, 2005, Wednesday",0.3855969,0.4325149,0.04691799,12
"December 28, 2006, Thursday",0.1924426,0.44383302,0.25139046,4
"December 28, 2007, Friday",0.115261875,0.46298042,0.34771857,12
"December 28, 2008, Sunday",-0.104548335,0.29722467,0.40177298,7
"December 28, 2009, Monday",0.19954951,0.45411873,0.25456923,10
"December 28, 2010, Tuesday",0.13593084,0.3062511,0.17032029,13
"December 28, 2011, Wednesday",0.20008637,0.39368013,0.19359376,13
"December 28, 2012, Friday",0.028818484,0.36276016,0.33394167,19
"December 28, 2013, Saturday",0.17003453,0.18218714,0.012152615,2
"December 28, 2014, Sunday",0.46846366,0.4783995,0.009935808,3
"December 28, 2015, Monday",-0.5848522,0.053905785,0.638758,3
"December 28, 2016, Wednesday",0.3325742,0.39881095,0.06623674,3
"December 28, 2017, Thursday",-0.32543415,0.10355196,0.42898613,5
"December 28, 2018, Friday",-0.50141495,0.13033706,0.631752,9
"December 28, 2019, Saturday",0.46554068,0.508797,0.043256275,7
"December 29, 2003, Monday",-0.07842199,0.28269377,0.36111575,13
"December 29, 2004, Wednesday",0.14888516,0.36209512,0.21320996,11
"December 29, 2005, Thursday",0.21614456,0.3574249,0.14128037,10
"December 29, 2006, Friday",0.18150227,0.43450624,0.25300398,5
"December 29, 2007, Saturday",-0.008781552,0.25404653,0.26282808,5
"December 29, 2008, Monday",-0.07243737,0.25835896,0.3307963,13
"December 29, 2009, Tuesday",-0.031654608,0.22459522,0.25624982,7
"December 29, 2010, Wednesday",0.1010351,0.29032683,0.18929172,17
"December 29, 2011, Thursday",0.106692925,0.34084955,0.23415664,14
"December 29, 2012, Saturday",-0.1038142,0.1915346,0.2953488,13
"December 29, 2013, Sunday",0.24064109,0.49296406,0.252323,4
"December 29, 2014, Monday",0.038188994,0.39487195,0.35668296,8
"December 29, 2015, Tuesday",0.10280437,0.40081105,0.29800665,6
"December 29, 2016, Thursday",-0.021483254,0.08067925,0.1021625,5
"December 29, 2017, Friday",0.29906192,0.31179702,0.012735124,3
"December 29, 2018, Saturday",0.35404858,0.3751266,0.021078056,3
"December 29, 2019, Sunday",-0.023159282,0.36189252,0.3850518,7
"December 30, 2003, Tuesday",-0.01032891,0.31321302,0.32354194,9
"December 30, 2004, Thursday",-0.6336701,0.03720607,0.6708762,6
"December 30, 2005, Friday",0.28457895,0.39381024,0.109231316,17
"December 30, 2006, Saturday",-0.0011807382,0.45627892,0.45745963,4
"December 30, 2008, Tuesday",-0.0103187645,0.3758126,0.38613138,14
"December 30, 2009, Wednesday",0.04148137,0.3468245,0.30534315,13
"December 30, 2010, Thursday",0.41938657,0.5856159,0.16622931,13
"December 30, 2011, Friday",0.44297808,0.52892524,0.08594716,10
"December 30, 2012, Sunday",-0.24868281,0.10250476,0.3511876,6
"December 30, 2013, Monday",0.14567146,0.461984,0.31631255,7
"December 30, 2014, Tuesday",-0.21476765,0.11706178,0.33182943,11
"December 30, 2015, Wednesday",-0.16007072,0.36698312,0.52705383,5
"December 30, 2016, Friday",-0.95191145,0.012903942,0.96481544,2
"December 30, 2017, Saturday",-0.48235205,0.10165372,0.5840058,6
"December 30, 2018, Sunday",-0.15701154,0.14914204,0.30615357,2
"December 30, 2019, Monday",0.10553685,0.42888105,0.3233442,8
"December 31, 2003, Wednesday",0.25854328,0.37110612,0.1125628,12
"December 31, 2004, Friday",0.2956348,0.5078657,0.2122309,13
"December 31, 2005, Saturday",0.19706267,0.36663732,0.16957465,8
"December 31, 2007, Monday",-0.03891623,0.36005014,0.39896637,4
"December 31, 2008, Wednesday",-0.1493491,0.30558884,0.45493793,13
"December 31, 2009, Thursday",0.50864255,0.5911256,0.082483016,10
"December 31, 2010, Friday",-0.05786053,0.3197171,0.37757766,23
"December 31, 2011, Saturday",-0.10948863,0.27080023,0.38028887,8
"December 31, 2012, Monday",0.26955712,0.33999097,0.07043383,15
"December 31, 2013, Tuesday",0.18246688,0.341536,0.15906909,14
"December 31, 2014, Wednesday",-0.2376859,0.09162823,0.32931414,6
"December 31, 2015, Thursday",0.051302917,0.27945787,0.22815496,8
"December 31, 2016, Saturday",0.7267438,0.739445,0.012701135,1
"December 31, 2017, Sunday",-0.65050685,0.03122693,0.6817338,2
"December 31, 2018, Monday",-0.078370936,0.33841524,0.4167862,11
"December 31, 2019, Tuesday",0.14307119,0.36514917,0.22207801,12
"February 01, 2005, Tuesday",-0.08950365,0.29360396,0.3831076,8
"February 01, 2006, Wednesday",0.23218733,0.3356012,0.1034139,17
"February 01, 2007, Thursday",0.42108506,0.57216203,0.151077,10
"February 01, 2008, Friday",0.11291185,0.4305958,0.31768396,11
"February 01, 2009, Sunday",0.28357208,0.509999,0.22642691,6
"February 01, 2010, Monday",0.18694617,0.3898643,0.20291814,10
"February 01, 2011, Tuesday",0.31566793,0.4615406,0.14587264,25
"February 01, 2012, Wednesday",-0.04712008,0.3463322,0.3934523,11
"February 01, 2013, Friday",0.016009426,0.3904708,0.37446138,23
"February 01, 2014, Saturday",0.27592245,0.29891628,0.022993803,7
"February 01, 2015, Sunday",0.27528936,0.285754,0.010464648,4
"February 01, 2016, Monday",0.12571399,0.31520873,0.18949476,11
"February 01, 2017, Wednesday",-0.37024367,0.0884709,0.45871454,2
"February 01, 2018, Thursday",-0.7940189,0.0206215,0.8146404,1
"February 01, 2019, Friday",0.08397621,0.47579572,0.3918195,4
"February 01, 2020, Saturday",-0.26486203,0.2629931,0.5278551,3
"February 02, 2004, Monday",-0.07575966,0.2723122,0.34807184,13
"February 02, 2005, Wednesday",0.23035403,0.39218727,0.16183326,4
"February 02, 2006, Thursday",0.14840631,0.3540978,0.2056915,10
"February 02, 2007, Friday",-0.14792821,0.23305279,0.380981,9
"February 02, 2008, Saturday",0.061938733,0.2638033,0.20186457,5
"February 02, 2009, Monday",-0.05193435,0.28929046,0.3412248,15
"February 02, 2010, Tuesday",0.102369905,0.39820173,0.29583186,14
"February 02, 2011, Wednesday",0.1685371,0.4658771,0.29734,12
"February 02, 2012, Thursday",0.042591177,0.270654,0.22806282,17
"February 02, 2013, Saturday",-0.09191747,0.32751167,0.41942912,10
"February 02, 2014, Sunday",-0.13740076,0.20107551,0.33847627,3
"February 02, 2015, Monday",0.23687828,0.33668742,0.09980913,12
"February 02, 2016, Tuesday",0.2097115,0.38695815,0.17724666,11
"February 02, 2017, Thursday",0.31147665,0.393877,0.082400374,5
"February 02, 2019, Saturday",-0.44371608,0.048805162,0.49252123,2
"February 03, 2004, Tuesday",-0.17020114,0.15177292,0.32197407,3
"February 03, 2005, Thursday",0.20927215,0.42362967,0.21435753,10
"February 03, 2006, Friday",-0.0016899258,0.09944456,0.10113449,6
"February 03, 2007, Saturday",0.46685824,0.4879836,0.021125343,7
"February 03, 2008, Sunday",-0.19059014,0.32866693,0.51925707,1
"February 03, 2009, Tuesday",0.4194872,0.5643037,0.14481649,19
"February 03, 2010, Wednesday",0.21098998,0.43596786,0.22497787,14
"February 03, 2011, Thursday",0.22097942,0.36143193,0.14045252,13
"February 03, 2012, Friday",0.055967435,0.33104077,0.27507332,12
"February 03, 2013, Sunday",-0.52944016,0.08619883,0.615639,6
"February 03, 2014, Monday",0.15607704,0.3362299,0.18015283,6
"February 03, 2015, Tuesday",0.1654585,0.33110386,0.16564538,17
"February 03, 2016, Wednesday",0.57696813,0.6397034,0.062735274,4
"February 03, 2017, Friday",0.21618384,0.27612776,0.05994391,11
"February 03, 2018, Saturday",-0.040507007,0.18714514,0.22765215,5
"February 03, 2019, Sunday",-0.21341377,0.2685278,0.48194158,2
"February 03, 2020, Monday",0.63328785,0.6733027,0.040014867,3
"February 04, 2004, Wednesday",0.0684075,0.32908058,0.26067308,13
"February 04, 2005, Friday",-0.120860286,0.23443452,0.35529482,11
"February 04, 2006, Saturday",0.21729974,0.3718007,0.15450095,6
"February 04, 2007, Sunday",-0.010231063,0.25311214,0.2633432,4
"February 04, 2008, Monday",0.49916363,0.660048,0.16088438,5
"February 04, 2009, Wednesday",0.13663925,0.43931854,0.3026793,16
"February 04, 2010, Thursday",0.15545458,0.29196543,0.13651086,13
"February 04, 2011, Friday",0.11118913,0.29053077,0.17934166,18
"February 04, 2012, Saturday",-0.21305844,0.22151896,0.4345774,7
"February 04, 2013, Monday",-0.011502035,0.36385524,0.37535727,8
"February 04, 2014, Tuesday",-0.21863464,0.23576908,0.45440373,15
"February 04, 2015, Wednesday",0.5929954,0.6733877,0.08039228,11
"February 04, 2016, Thursday",0.4204503,0.4290377,0.008587402,3
"February 04, 2017, Saturday",-0.23064125,0.29079518,0.52143645,2
"February 04, 2018, Sunday",-0.71999824,0.0914328,0.81143105,1
"February 04, 2019, Monday",-0.42914486,0.060748577,0.48989344,7
"February 04, 2020, Tuesday",-0.3220599,0.10159544,0.4236553,7
"February 05, 2004, Thursday",0.21289872,0.4046173,0.19171858,15
"February 05, 2005, Saturday",0.44561768,0.47636646,0.03074878,5
"February 05, 2007, Monday",0.12505767,0.29186273,0.16680507,6
"February 05, 2008, Tuesday",0.28275606,0.441818,0.15906197,17
"February 05, 2009, Thursday",-0.09309395,0.22580595,0.3188999,19
"February 05, 2010, Friday",-0.049444553,0.2827029,0.33214745,12
"February 05, 2011, Saturday",-0.16044517,0.25719243,0.4176376,6
"February 05, 2012, Sunday",0.04085114,0.39439932,0.35354817,5
"February 05, 2013, Tuesday",-0.35382906,0.14031371,0.4941428,15
"February 05, 2014, Wednesday",0.09998235,0.32298052,0.22299817,8
"February 05, 2015, Thursday",0.22878708,0.39798716,0.16920008,14
"February 05, 2016, Friday",0.0013106528,0.2469413,0.24563067,10
"February 05, 2017, Sunday",0.38442114,0.5706816,0.18626043,4
"February 05, 2018, Monday",-0.5172541,0.23226617,0.7495203,2
"February 05, 2019, Tuesday",-0.636039,0.0279711,0.66401017,4
"February 05, 2020, Wednesday",0.3666944,0.39325696,0.02656256,2
"February 06, 2004, Friday",-0.11040133,0.27980796,0.3902093,8
"February 06, 2005, Sunday",0.1513884,0.53029823,0.37890983,2
"February 06, 2006, Monday",0.4323206,0.54842144,0.11610085,4
"February 06, 2007, Tuesday",0.27819273,0.4094873,0.1312946,13
"February 06, 2008, Wednesday",0.31895143,0.5377425,0.21879107,9
"February 06, 2009, Friday",-0.03653248,0.34468317,0.38121566,20
"February 06, 2010, Saturday",-0.107634746,0.22038145,0.32801622,6
"February 06, 2011, Sunday",-0.13406053,0.17347246,0.307533,4
"February 06, 2012, Monday",0.24731521,0.39564443,0.14832921,8
"February 06, 2013, Wednesday",0.11118652,0.37887108,0.26768455,16
"February 06, 2014, Thursday",-0.07346766,0.398822,0.47228962,7
"February 06, 2015, Friday",0.07788733,0.26422194,0.18633461,16
"February 06, 2016, Saturday",0.5287393,0.5542138,0.025474584,6
"February 06, 2017, Monday",-0.11312938,0.41427517,0.5274045,3
"February 06, 2018, Tuesday",0.10896831,0.4412425,0.3322742,6
"February 06, 2019, Wednesday",-0.24950598,0.23619176,0.48569775,7
"February 06, 2020, Thursday",0.018708803,0.25470197,0.23599315,9
"February 07, 2004, Saturday",-0.3119425,0.21316521,0.5251077,12
"February 07, 2005, Monday",0.26724863,0.43663186,0.16938321,7
"February 07, 2006, Tuesday",0.2793598,0.42373604,0.14437626,9
"February 07, 2007, Wednesday",0.26017535,0.44631338,0.18613802,10
"February 07, 2008, Thursday",-0.2686523,0.17998905,0.44864136,7
"February 07, 2009, Saturday",0.41342363,0.573587,0.1601634,6
"February 07, 2010, Sunday",0.026727132,0.049294103,0.02256697,2
"February 07, 2011, Monday",-0.03472358,0.34102055,0.37574416,5
"February 07, 2012, Tuesday",-0.23421249,0.21669781,0.4509103,8
"February 07, 2013, Thursday",-0.11000406,0.25347546,0.36347952,11
"February 07, 2014, Friday",0.016346442,0.18697843,0.17063199,11
"February 07, 2015, Saturday",0.32143366,0.4241559,0.10272226,9
"February 07, 2016, Sunday",0.6229588,0.6358705,0.012911755,3
"February 07, 2017, Tuesday",0.57284266,0.5912495,0.01840688,4
"February 07, 2018, Wednesday",0.23140478,0.40000916,0.1686044,5
"February 07, 2019, Thursday",0.20356297,0.4047916,0.20122866,10
"February 07, 2020, Friday",-0.07948555,0.31172258,0.39120817,7
"February 08, 2005, Tuesday",-0.113362804,0.21480425,0.32816705,10
"February 08, 2006, Wednesday",0.32664698,0.46957487,0.14292787,18
"February 08, 2007, Thursday",0.1617335,0.42042142,0.25868794,8
"February 08, 2008, Friday",0.16496292,0.41160414,0.2466412,7
"February 08, 2009, Sunday",0.3534217,0.50702894,0.15360728,10
"February 08, 2010, Monday",0.3837961,0.55362177,0.16982569,10
"February 08, 2011, Tuesday",0.14139478,0.30955186,0.1681571,18
"February 08, 2012, Wednesday",0.10820391,0.42437527,0.31617138,9
"February 08, 2013, Friday",-0.098352455,0.21623918,0.31459165,21
"February 08, 2014, Saturday",0.20979464,0.43538988,0.22559524,9
"February 08, 2015, Sunday",-0.42711326,0.10199813,0.5291114,1
"February 08, 2016, Monday",0.24765284,0.491253,0.24360013,5
"February 08, 2017, Wednesday",-0.24833691,0.14094493,0.38928184,5
"February 08, 2018, Thursday",0.17580172,0.2301218,0.05432009,7
"February 08, 2019, Friday",-0.22884841,0.21883273,0.44768116,6
"February 08, 2020, Saturday",0.9177745,0.9311294,0.013354918,1
"February 09, 2004, Monday",-0.096341915,0.3572172,0.4535591,8
"February 09, 2005, Wednesday",0.1346762,0.38274902,0.24807282,7
"February 09, 2006, Thursday",0.33591473,0.37084237,0.034927648,12
"February 09, 2007, Friday",-0.12259595,0.2682564,0.39085233,5
"February 09, 2008, Saturday",-0.04926783,0.3455135,0.39478132,3
"February 09, 2009, Monday",0.20275855,0.40951708,0.20675853,7
"February 09, 2010, Tuesday",0.30043268,0.44344693,0.14301422,16
"February 09, 2011, Wednesday",0.4738172,0.5719606,0.09814346,12
"February 09, 2012, Thursday",-0.07789945,0.1607892,0.23868865,6
"February 09, 2013, Saturday",0.13865678,0.34577623,0.20711946,8
"February 09, 2014, Sunday",0.20871194,0.50969625,0.30098432,7
"February 09, 2015, Monday",0.25870907,0.40915528,0.1504462,9
"February 09, 2016, Tuesday",0.24712498,0.37372217,0.12659718,17
"February 09, 2017, Thursday",0.2903468,0.52338445,0.23303764,8
"February 09, 2018, Friday",0.21858461,0.55258733,0.33400273,6
"February 09, 2019, Saturday",-0.929533,0.016865904,0.94639885,2
"February 09, 2020, Sunday",0.5613689,0.5808965,0.019527614,5
"February 10, 2003, Monday",-0.025439778,0.03298803,0.05842781,3
"February 10, 2004, Tuesday",0.26677373,0.3175956,0.05082186,13
"February 10, 2005, Thursday",0.24887238,0.44455278,0.19568042,12
"February 10, 2006, Friday",0.36349443,0.47834048,0.11484607,7
"February 10, 2007, Saturday",-0.027566303,0.3652442,0.39281052,5
"February 10, 2008, Sunday",0.59659094,0.77696145,0.1803705,1
"February 10, 2009, Tuesday",-0.050018724,0.28795823,0.33797696,19
"February 10, 2010, Wednesday",0.30950454,0.45623896,0.14673442,22
"February 10, 2011, Thursday",0.31163555,0.40058917,0.08895359,14
"February 10, 2012, Friday",-0.06937366,0.3249115,0.39428517,8
"February 10, 2013, Sunday",0.56960136,0.60838205,0.038780738,3
"February 10, 2014, Monday",-0.5205805,0.13612574,0.6567062,13
"February 10, 2015, Tuesday",0.2907868,0.41352975,0.12274294,9
"February 10, 2016, Wednesday",0.022409441,0.3544759,0.33206648,3
"February 10, 2017, Friday",0.037666246,0.28093514,0.2432689,4
"February 10, 2018, Saturday",0.12938057,0.517689,0.38830844,5
"February 10, 2019, Sunday",0.036632497,0.0680762,0.031443704,3
"February 10, 2020, Monday",0.019052837,0.35649836,0.3374455,9
"February 11, 2003, Tuesday",0.015347416,0.058089286,0.04274187,4
"February 11, 2004, Wednesday",0.2764491,0.37903723,0.10258811,12
"February 11, 2005, Friday",0.3937365,0.42784452,0.034108013,8
"February 11, 2006, Saturday",0.034359008,0.2567657,0.22240669,8
"February 11, 2007, Sunday",0.8982085,0.9238144,0.025605943,1
"February 11, 2008, Monday",0.22875029,0.4629052,0.2341549,11
"February 11, 2009, Wednesday",0.12031696,0.40799266,0.28767568,23
"February 11, 2010, Thursday",0.20501886,0.31792647,0.112907596,13
"February 11, 2011, Friday",0.0046569034,0.28717342,0.2825165,16
"February 11, 2012, Saturday",0.23977076,0.5059257,0.26615494,7
"February 11, 2013, Monday",-0.48870584,0.05999094,0.54869676,4
"February 11, 2014, Tuesday",-0.3734071,0.1534328,0.5268399,15
"February 11, 2015, Wednesday",0.11847665,0.30892244,0.1904458,6
"February 11, 2016, Thursday",-0.019468537,0.35645545,0.37592396,21
"February 11, 2017, Saturday",-0.018023383,0.43158108,0.44960445,5
"February 11, 2019, Monday",0.43982318,0.45947322,0.019650059,2
"February 11, 2020, Tuesday",-0.5534191,0.06681958,0.62023866,5
"February 12, 2003, Wednesday",0.055204306,0.12129571,0.06609142,11
"February 12, 2004, Thursday",0.1922581,0.38450736,0.19224924,11
"February 12, 2005, Saturday",0.21551539,0.47216853,0.25665313,4
"February 12, 2007, Monday",-0.6268427,0.044257324,0.6711,1
"February 12, 2008, Tuesday",-0.028070496,0.3131786,0.3412491,13
"February 12, 2009, Thursday",0.1298636,0.37379238,0.24392876,13
"February 12, 2010, Friday",-0.17124541,0.17903066,0.35027605,16
"February 12, 2011, Saturday",0.26360103,0.4582547,0.19465369,6
"February 12, 2012, Sunday",-0.47321185,0.02252359,0.49573547,2
"February 12, 2013, Tuesday",-0.26960084,0.28884086,0.5584417,4
"February 12, 2014, Wednesday",0.14116175,0.39092505,0.24976328,9
"February 12, 2015, Thursday",0.032652702,0.3109791,0.2783264,14
"February 12, 2016, Friday",-0.15007566,0.21122195,0.3612976,11
"February 12, 2017, Sunday",-0.0049467683,0.46621716,0.47116393,2
"February 12, 2018, Monday",-0.21139999,0.20821269,0.4196127,10
"February 12, 2019, Tuesday",0.3199494,0.33932027,0.019370878,3
"February 12, 2020, Wednesday",-0.05428577,0.3227861,0.37707186,8
"February 13, 2003, Thursday",0.08697132,0.106251776,0.01928046,5
"February 13, 2004, Friday",0.3304885,0.49003506,0.15954657,8
"February 13, 2006, Monday",-0.41665563,0.06486661,0.48152223,2
"February 13, 2007, Tuesday",0.3506034,0.4009748,0.050371382,7
"February 13, 2008, Wednesday",0.5916295,0.61882305,0.027193587,7
"February 13, 2009, Friday",0.17304477,0.42118675,0.24814199,13
"February 13, 2010, Saturday",0.25830272,0.2882544,0.029951692,5
"February 13, 2011, Sunday",-0.21483439,0.18122995,0.39606434,4
"February 13, 2012, Monday",0.09797244,0.32013747,0.22216503,9
"February 13, 2013, Wednesday",-0.17356756,0.18745998,0.36102754,8
"February 13, 2014, Thursday",0.23775768,0.28505865,0.047300953,5
"February 13, 2015, Friday",0.012709022,0.29742518,0.28471616,11
"February 13, 2016, Saturday",-0.32123733,0.13328806,0.45452538,11
"February 13, 2017, Monday",-0.212148,0.17890744,0.39105546,5
"February 13, 2018, Tuesday",-0.03759135,0.025060948,0.0626523,1
"February 13, 2019, Wednesday",-0.2187999,0.05675868,0.2755586,5
"February 13, 2020, Thursday",-0.22115499,0.05139626,0.27255124,4
"February 14, 2003, Friday",-0.22121404,0.05700937,0.2782234,6
"February 14, 2004, Saturday",0.17773522,0.22004129,0.042306054,6
"February 14, 2005, Monday",0.098329395,0.41108096,0.3127516,11
"February 14, 2006, Tuesday",0.29995587,0.39920166,0.09924577,14
"February 14, 2007, Wednesday",0.009366587,0.3683972,0.3590306,12
"February 14, 2008, Thursday",0.14994702,0.41455144,0.26460445,10
"February 14, 2009, Saturday",-0.04398334,0.19796866,0.241952,4
"February 14, 2010, Sunday",0.16239126,0.32113975,0.1587485,5
"February 14, 2011, Monday",-0.01241228,0.4825971,0.4950094,2
"February 14, 2012, Tuesday",0.17340328,0.3590369,0.18563361,11
"February 14, 2013, Thursday",0.19406413,0.36075488,0.16669074,14
"February 14, 2014, Friday",-0.0057910923,0.26114395,0.26693505,8
"February 14, 2015, Saturday",-0.08836806,0.31841505,0.4067831,8
"February 14, 2016, Sunday",-0.47296026,0.15891199,0.63187224,3
"February 14, 2017, Tuesday",0.16083911,0.44493502,0.2840959,4
"February 14, 2018, Wednesday",-0.4390426,0.14580315,0.5848458,13
"February 14, 2019, Thursday",0.10787924,0.35710776,0.24922852,1
"February 14, 2020, Friday",0.68490857,0.69937307,0.014464525,3
"February 15, 2003, Saturday",-0.13737458,0.046069037,0.18344362,5
"February 15, 2005, Tuesday",0.36124963,0.45987204,0.09862241,11
"February 15, 2006, Wednesday",0.42031983,0.5032795,0.082959644,12
"February 15, 2007, Thursday",0.4151068,0.51287675,0.09776996,7
"February 15, 2008, Friday",-0.13639414,0.35754704,0.49394122,5
"February 15, 2009, Sunday",-0.21643777,0.10465896,0.32109675,6
"February 15, 2010, Monday",0.046537265,0.06260549,0.016068224,2
"February 15, 2011, Tuesday",0.25460696,0.46213514,0.20752814,15
"February 15, 2012, Wednesday",0.19638897,0.3447834,0.1483944,12
"February 15, 2013, Friday",-0.11881061,0.22382511,0.34263572,11
"February 15, 2014, Saturday",-0.40606004,0.05736117,0.46342123,11
"February 15, 2015, Sunday",0.26083604,0.27230528,0.011469238,3
"February 15, 2016, Monday",0.3160958,0.5230322,0.20693639,5
"February 15, 2017, Wednesday",0.16924879,0.4465672,0.27731842,4
"February 15, 2018, Thursday",-0.3124982,0.11430521,0.42680344,25
"February 15, 2019, Friday",0.2391296,0.26961425,0.030484652,3
"February 15, 2020, Saturday",-0.313257,0.27885357,0.5921106,2
"February 16, 2004, Monday",0.09467984,0.29729477,0.20261493,16
"February 16, 2005, Wednesday",0.5607065,0.58777755,0.02707106,11
"February 16, 2006, Thursday",0.091167726,0.29488528,0.20371754,13
"February 16, 2007, Friday",0.3277684,0.54484665,0.21707825,8
"February 16, 2009, Monday",0.15800048,0.38383377,0.22583328,9
"February 16, 2010, Tuesday",-0.13911182,0.29909793,0.4382097,13
"February 16, 2011, Wednesday",0.27278814,0.39806566,0.1252775,10
"February 16, 2012, Thursday",-0.199499,0.14869271,0.3481917,11
"February 16, 2013, Saturday",0.06817529,0.24450478,0.1763295,11
"February 16, 2014, Sunday",-0.06026867,0.21052252,0.27079117,3
"February 16, 2015, Monday",-0.04315922,0.2486951,0.29185432,2
"February 16, 2016, Tuesday",-0.19095947,0.14769317,0.33865264,11
"February 16, 2017, Thursday",0.058662448,0.19578801,0.13712555,9
"February 16, 2018, Friday",-0.3398495,0.09278504,0.43263453,31
"February 16, 2020, Sunday",0.6582911,0.66693604,0.008644931,2
"February 17, 2003, Monday",-0.17092006,0.15873449,0.3296546,7
"February 17, 2004, Tuesday",0.252977,0.35662633,0.1036493,10
"February 17, 2005, Thursday",0.49821177,0.5502771,0.05206539,10
"February 17, 2006, Friday",-0.18876408,0.20030688,0.38907096,8
"February 17, 2007, Saturday",0.8865838,0.9037837,0.017199917,2
"February 17, 2008, Sunday",0.50264466,0.5166662,0.014021528,2
"February 17, 2009, Tuesday",-0.3686573,0.16151494,0.5301722,11
"February 17, 2010, Wednesday",0.13995953,0.28347495,0.14351544,16
"February 17, 2011, Thursday",0.32438147,0.47910005,0.15471861,17
"February 17, 2012, Friday",-0.14685522,0.20479205,0.35164732,13
"February 17, 2013, Sunday",0.064925455,0.4182019,0.3532764,3
"February 17, 2014, Monday",-0.043931037,0.21088064,0.25481167,6
"February 17, 2015, Tuesday",0.1365402,0.36401236,0.22747216,10
"February 17, 2016, Wednesday",-0.37863874,0.1475058,0.52614456,7
"February 17, 2017, Friday",0.2107933,0.31446776,0.10367444,8
"February 17, 2018, Saturday",-0.2823522,0.09100694,0.37335917,22
"February 17, 2019, Sunday",-0.19032848,0.1975153,0.38784376,6
