Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Is_Split,Is_Dividend,Log_Ret,RSI,MACD,MACD_Signal,Volatility,Sentiment_Decay,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume,Sentiment_Impact,Bullish_Pressure,Bearish_Pressure,Sector_Ret,Sector_Vol,Rolling_Beta,Target_Close
2015-01-30,0.892074458386506,0.8037398415219186,0.8780139275132466,0.817833434252225,0.050111016180312405,0.0,0.0,0,0,0.15955790905601291,0.3339235433480283,0.38296644518634537,0.4416717933444659,0.15431627529038264,0.6062038080702903,0.4760327649794724,0.24680124859123578,0.30385426126624804,0.3125,0.4246158196834433,0.2873798692890654,0.4006793345525671,0.5014128456713565,0.4850999903719041,0.9999999999999998,173.57298278808594
2015-02-02,0.8176922066017481,0.7543982134580556,0.8776784205808468,0.8311771747236308,0.019321410061905877,0.0,0.0,0,0,0.2770593356585941,0.33167925273977555,0.3636818583786052,0.42929712554850186,0.1580857700234897,0.5501928573323511,0.6335529293140111,0.35524088780198915,0.10259451991852807,0.375,0.6505036121918311,0.4424666277974029,0.1447119378977343,0.6740175971017284,0.5034078825404947,0.9999999999999998,160.04371643066406
2015-02-03,0.8362878345698351,0.7605660184800449,0.7944999412632179,0.738391547771393,0.10495817637003903,0.0,0.0,0,0,0.09575739643564923,0.2620864693463923,0.31766497124425247,0.4088473280760605,0.22217755648610268,0.5497252973411586,0.5958733506428497,0.34934964062828816,0.17026807304925065,0.53125,0.6118316141564748,0.49033487645403695,0.2706377206699472,0.5810642690137715,0.4551886792128714,0.9999999999999998,160.2699432373047
2015-02-04,0.7371115040991006,0.6775824146849991,0.7804130883668234,0.7399430432873372,0.02739913027029671,0.0,0.0,0,0,0.25771697867518417,0.2842459926847794,0.28421889807842804,0.3848194749658783,0.20727485167271179,0.5947728912267498,0.8214328561240266,0.7104953442660243,0.08263580067029826,0.34375,0.9094120083821682,0.8573340915035339,0.11292230088841786,0.5513007087160382,0.46701352438406873,0.9999999999999998,155.1116180419922
2015-02-05,0.7488886907087221,0.677021725614956,0.7448609722686192,0.70456651771483,0.02540664248903154,0.0,0.0,0,0,0.1907721678122578,0.18162365429060823,0.248088853846977,0.35731383662542393,0.21279983446570014,0.5837925974371692,0.6292841818193521,0.4199186059645243,0.17392197465078138,0.4375,0.6540872796868991,0.5522053472711627,0.2590076368947326,0.6024071222289396,0.4635337189468204,0.9999999999999998,154.2519073486328
2015-02-06,0.6974411484094704,0.6543134328384956,0.7458672758865759,0.6986704998840382,0.024329729203560236,0.0,0.0,0,0,0.24404346255609702,0.1964782050525742,0.22057731249079138,0.3290018914633895,0.20724796519542618,0.5803307785899452,0.5496726372082712,0.27878213133821245,0.19153468081683672,0.5,0.5348234622104378,0.38355088706630325,0.2984201208466452,0.6467421658325262,0.5238940786258188,0.9999999999999998,150.85826110839844
2015-02-09,0.6937219063171122,0.6366513526365748,0.7277557234971106,0.6753963927938548,0.018331701389233734,0.0,0.0,0,0,0.21130705151441342,0.14717980085025292,0.19405441180563798,0.3002715615820565,0.20768173430747053,0.6208173606189955,0.6450703964534871,0.43170215541783963,0.15464472701612428,0.28125,0.6469513267274721,0.48270154024575823,0.19581781758390635,0.38552693364800306,0.49212029974423466,0.9999999999999998,150.4058074951172
2015-02-10,0.6658288049794167,0.6388943129794531,0.7187001722188748,0.6722934017619667,0.030474985461048126,0.0,0.0,0,0,0.2490539471242596,0.12686540258674747,0.17566235772798916,0.2730706427566661,0.2026064720975825,0.6388505558504185,0.6619939343183093,0.43631768458273434,0.12616834755185918,0.28125,0.6690348779335029,0.48786232762887316,0.15975979874953547,0.4428869188288158,0.46987251639880145,0.9999999999999998,152.75869750976562
2015-02-11,0.6810149132569975,0.6293622260480135,0.7347989680020128,0.6884298550914595,0.01776224539327477,0.0,0.0,0,0,0.28539556503882524,0.06616198805561055,0.17057842270661622,0.2501443391561584,0.21055424699429884,0.6176454241371829,0.5710867115186224,0.32594589321916667,0.1957606024769479,0.1875,0.5377754898381224,0.30799741785487517,0.20948333394773216,0.4437074142214249,0.4647870063700398,0.9999999999999998,150.36053466796875
2015-02-12,0.6900028235726551,0.6248766926599967,0.7237309779886807,0.6719829142942878,0.02182460843096734,0.0,0.0,0,0,0.22390610224224303,0.06728833074785645,0.164584316012429,0.2304290571952079,0.20958547922891216,0.6538188856324993,0.5258077957821744,0.3281158873469747,0.28609370093349384,0.4375,0.4952837943966279,0.4314820656766254,0.4260557273342784,0.42627191731991665,0.4840101821196341,0.9999999999999998,151.7179718017578
2015-02-13,0.6738866364459962,0.6206713491328827,0.7358051958808844,0.6812924106246468,0.02931464558659129,0.0,0.0,0,0,0.27257602968180095,0.10516144295508614,0.16695267158379218,0.21519981274921401,0.19070847902273283,0.6786538380724385,0.5152859283169923,0.31381506620552213,0.2926617810239086,0.34375,0.47828815693940174,0.3786715238273212,0.39992402115370934,0.5709147602192058,0.47144966346396233,0.9999999999999998,150.81300354003906
