Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Is_Split,Is_Dividend,Log_Ret,RSI,MACD,MACD_Signal,Volatility,Sentiment_Decay,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume,Sector_Ret,Sector_Vol,Rolling_Beta,Target_Direction
2015-03-02,0.08668072197393362,0.08771458965880397,0.09972263230126432,0.08934124222615614,0.04121100256501067,0.0,0.0,0,0,0.7813970647979109,0.8327105579822706,0.5702548114748442,0.5100552356269665,0.497097939468967,0.5787298522421793,0.7541829895223858,0.5021504588418219,0.010687775768219268,0.125,0.5243850848113139,0.3969829055858529,1.0,0
2015-03-03,0.08890151623388476,0.08440753929619182,0.10197068950496302,0.09110547808411162,0.036947542436086035,0.0,0.0,0,0,0.4674672895731861,0.8153619539831493,0.5978660129756642,0.5275263430299582,0.47107868060976515,0.5463089719815948,0.4368117533635537,0.1987957232125886,0.3335023829457866,0.3125,0.6159087079276351,0.4526881902946164,1.0,0
2015-03-04,0.1008936830891789,0.10227483239153001,0.10049409758756078,0.0917891777735782,0.09394169670840317,0.0,0.0,0,0,0.45556451334339887,0.8009101090654211,0.61927110653993,0.5465268452174292,0.37507349776059046,0.5872704114691694,0.5128542389867612,0.3486953061450476,0.33138066948621603,0.34375,0.47385276877133975,0.44008495372595946,1.0,0
2015-03-05,0.08668076461090035,0.08640512998723482,0.101243383456881,0.09267124147510597,0.032223058552454234,0.0,0.0,0,0,0.45773041697998007,0.8132766554256629,0.6357619273580738,0.5655975199675116,0.3571966139362434,0.5990946190238524,0.3991380097165286,0.13702359791855034,0.3467241472353666,0.15625,0.7174526664198142,0.4359231594495476,1.0,0
2015-03-09,0.08710277269137101,0.07883658492590195,0.08215717332338834,0.0716552305493593,0.015406623883592135,0.0,0.0,0,0,0.2137748935090147,0.6090642548246288,0.6270196025665828,0.5788023011576341,0.45505073283517933,0.6544748938232605,0.5682664396529247,0.29473979584650173,0.17085380538942005,0.1875,0.540524930749073,0.3660887610760192,1.0,0
2015-03-10,0.07062460085103628,0.06407656306133513,0.06465765321357186,0.06424548332790614,0.0154577850228047,0.0,0.0,0,0,0.3634993756780456,0.6098471489125319,0.6117767599892089,0.5857887443212427,0.4456790524207321,0.6516198258228789,0.5845207836068109,0.3082544048166007,0.1523509213388902,0.34375,0.5124269442091515,0.4212775650006215,1.0,1
2015-03-11,0.059587421912956406,0.0699361612309628,0.07378201267923046,0.0766390043406362,0.010995415354970488,0.0,0.0,0,0,0.5889051405012549,0.6334430128102008,0.6107820797683455,0.5911444548019517,0.4639648444346168,0.6537916212245054,0.46529196804179435,0.2784795375133148,0.35564272208319775,0.25,0.47491091880317077,0.42218850185112966,1.0,0
2015-03-12,0.0791300731116481,0.07248856790538194,0.08045995904775305,0.07403673747054429,0.00786208830307486,0.0,0.0,0,0,0.4187236092497878,0.6173557711920684,0.6064475006837123,0.5944117297125869,0.4594063533255049,0.597826635634217,0.6032950951082555,0.22722276656894805,0.03682926924537737,0.21875,0.6366368709155867,0.41931898990553707,1.0,0
2015-03-13,0.08046258045344334,0.07220006790796518,0.07188663591060684,0.06135657015717011,0.007203803827116067,0.0,0.0,0,0,0.30328984951413396,0.5633864413406418,0.5897912551084094,0.5931164526807851,0.4916963265129303,0.5620813775446318,0.575302168254873,0.3598894312309135,0.2206159425317662,0.34375,0.4885484868847515,0.39129451992383324,1.0,0
2015-03-16,0.05692258939390338,0.05164725881879151,0.05802379867097929,0.049756993239734926,0.017798341428032372,0.0,0.0,0,0,0.3128828065479359,0.46500842618371474,0.5647169933237038,0.5861954882973511,0.5185406343315511,0.6016047279455672,0.49949394882673276,0.3129830307843504,0.322619498062652,0.09375,0.43195106717024734,0.39150613044598637,1.0,1
2015-03-17,0.051592735058106465,0.053045550987741774,0.06205702764309129,0.06065096257790792,0.008476953914041019,0.0,0.0,0,0,0.5750851398458293,0.4456112695452237,0.5551045216754822,0.5784027411848621,0.5328461435631193,0.5560955496053779,0.5307144934296889,0.24067751938058107,0.19134939027116704,0.34375,0.47798523016841254,0.39550779207809184,1.0,0
2015-03-18,0.058121678581098735,0.05377793103404671,0.06692772004670089,0.062084302536028035,0.011954692689183127,0.0,0.0,0,0,0.4645960055507723,0.4698457876168276,0.5485586510808584,0.5706322763494124,0.5196968400514101,0.5662729070369468,0.5951969257336487,0.39936807596635965,0.2203149918718241,0.25,0.62727679377247,0.4005008585209129,1.0,0
2015-03-19,0.06269642956836563,0.06010355898516073,0.06348948611450578,0.054498153419759277,0.01624042380444411,0.0,0.0,0,0,0.36006531860306473,0.45242884327004795,0.5357600808402864,0.5614121752314121,0.5255146411768519,0.5222313324980903,0.5478308693457904,0.26061313365242905,0.17742244054970419,0.1875,0.5817898338598131,0.38029760990278494,1.0,1
